source,extraction_timestamp,title,addressLocality,addressRegion,description,datePosted,offer_number,employmentType,collective,occupationalCategory,workday,age,employmentSituation,driverLicense,educationRequirements,experienceRequirements,contactinformation,numberPositions,participants
1,2024-04-14 10:34:56,MECÁNICO/A REPARADOR MAQUINARIA INDUSTRIAL,Abadiño,Bizkaia,"Se ofrece un puesto de trabajo polivalente para una persona con titulación en áreas mecánica y/o electricidad adscrito al área de Servicio Técnico y mantenimiento. -Tareas como Servicio Técnico y Mantenimiento: Instalación y puesta en marcha de equipos industriales, productos y servicios, resolución de incidencias y averías, mantenimiento preventivo, correctivo y predictivo.  Tareas como apoyo en el Área de logística: Recepción, ordenación y acondicionamiento, movimiento y expedición de todo tipo de material. Requisitos imprescindibles: titulación de grado medio o superior: electromecánica, electricidad, robótica, automoción), experiencia de al menos 1 año en las tareas",29/02/2024,162023013727,LABORAL TEMPORAL,,"MECÁNICOS REPARADORES DE MAQUINARIA INDUSTRIAL, EN GENERAL",,,,,Experiencia mínima: 1 año,1 año,,1,6
1,2024-04-14 10:34:56,MONTADOR/A MECANICO/A,Arrasate/Mondragon,Gipuzkoa,"Se precisa técnico/a en montaje mecánico. Tareas a desarrollar ajustador mecánicos, trabajo bajo plano. Imprescindible experiencia preferiblemente 1 año y conocimientos de interpretación de planos",28/02/2024,162024002493,LABORAL INDEFINIDO,,"MONTADORES ELECTROMECÁNICOS, EN GENERAL",Nº de puestos: 2,,,,Experiencia mínima: 6 meses,6 meses,,2,19
1,2024-04-14 10:34:56,TRABAJADOR/A DE CAMPO O PEON/A AGRARIO,Moreda De Álava/Moreda Araba,Araba/Álava,"Las personas seleccionadas realizarán trabajos agrarios en el Viñedo (espergura/desniete, vendimia y poda) en el Peral (aclareo y recolección) y en el Olivar (poda y recolección). También algunas labores de jardinería y al interior de las bodegas. Se dará formación a las personas contratadas para que puedan realizar adecuadamente estas labores. Se ofrece contrato de trabajo de 1 año a jornada completa (el contrato es ampliable hasta 3 años). Horario aproximado de 8:30 am a 5pm. Salario aproximado bruto mensual de 1300 euros. Incorporación aproximada: 08/01/2024. Tanto hombres como mujeres son bienvenidas a enviarnos su currículum para el puesto. Requisitos imprescindibles: Estar inscrita como persona desempleada en LANBIDE y tener firmado un convenio de inclusión activa.",28/02/2024,162023014921,LABORAL TEMPORAL,,"PEONES AGRÍCOLAS, EN GENERAL",,,DESEMPLEADO-A,,Experiencia mínima: 2 meses,2 meses,,2,35
1,2024-04-14 10:34:56,ENFERMERO/ENFERMERA - ADMINISTRACIÓN PÚBLICA,Bergara,Gipuzkoa,"Se responsabilizará, siguiendo las instrucciones del coordinador de la unidad sanitaria, de la vigilancia de la salud de los residentes y de garantizar los servicios que ofrece la residencia. Realizar cuidados y consultas de enfermería (curas, control de constantes vitales, supervisión de la salud de los residentes, etc.) Realizar cualesquiera otras tareas que sean necesarias para la consecución de los objetivos definidos y que así se le requieran, de acuerdo con la clasificación de su puesto de trabajo. IMPRESCINDIBLE: Grado en Enfermería. SE VALORARÁ: Euskera C1. Experiencia laboral y formación en la residencia de mayores. SE OFRECE: Contrato tipo 410. Fines de semana. Sábados y domingos por la tarde. Calendario adaptado. Para empezar a partir de enero de 2023. 2.767,90 ¿ salario/Parte proporcional.",28/02/2024,162022014912,LABORAL TEMPORAL,,ENFERMEROS DE CUIDADOS GENERALES,,,,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: GRADO en Enfermería,,,1,10
1,2024-04-14 10:34:56,ALBAÑIL/ AZULEJISTA,Irun,Gipuzkoa,"Buscamos persona responsable que pueda realizar tareas de albañilería en general y que además, tenga experiencia en poner azulejo. Imprescindible tener 3 años de experiencia en la ocupación y estar en posesión del permiso de conducir B1. Se valorará residir en Irun o cercanías, tener conocimientos de Euskera y ser polivalente en trabajos de albañilería, pladur y lucido.",27/02/2024,162024002483,LABORAL INDEFINIDO,,ALBAÑILES,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 3 años,3 años,,2,15
1,2024-04-14 10:34:56,PINTOR/A PARA COLOCACION DE PLADUR,Irun,Gipuzkoa,"Se busca persona con experiencia demostrable mínima de 3 años en la colocación de pladur para falsos techos, lucido de paredes, cajeados, trasdosados y aplicación de pintura. Persona seria y responsable. Incorporación: Inmediata. Jornada partida.",27/02/2024,162024002482,LABORAL INDEFINIDO,,PINTORES Y/O EMPAPELADORES,,,,,Experiencia mínima: 3 años,3 años,,2,18
1,2024-04-14 10:34:56,PERSONAL TECNICO EN FARMACIA,Salvatierra/Agurain,Araba/Álava,"Técnico/a en farmacia para trabajar en farmacia. Funciones: Tareas correspondientes a su titulación (recepción, colocación de pedidos, dispensación, ayudar al farmacéutico) Imprescindible: título de técnico en farmacia. Valorable: buena actitud, empatía, ganas de aprender. Tipo de contrato: indefinido Jornada de 8 horas, partida y sábados mañana. Fecha de incorporación: septiembre Salario bruto según convenio.",27/02/2024,162024002467,LABORAL INDEFINIDO,,AUXILIARES DE FARMACIA,,,,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: TÉCNICO en Farmacia y Parafarmacia,,,1,7
1,2024-04-14 10:34:56,ESTETICISTA,Donostia/San Sebastián,Gipuzkoa,"Atención al cliente, realización de manicura y pedicura. REQUISITOS IMPRESCINDIBLE: Formación en esteticista, conocer la marca Germaine de Capuccini y disponibilidad de horario comercial. REQUISITOS VALORABLES: Experiencia en el sector y puesto, conocimientos de Euskera. TURNO Y JORNADA: de Lunes a sábado en turnos de mañana y de tarde en horario comercial.SE OFRECE: Contrato temporal a 30 horas a la semana por 3 meses con posibilidad de ampliación de jornada. Retribución económica de 1000¿ netos/mes x 12 mensualidades.",27/02/2024,162024002461,LABORAL TEMPORAL,,ESTETICISTAS,,,,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: TÍTULO PROFESIONAL BÁSICO en Peluquería y Estética,,,1,3
1,2024-04-14 10:34:56,OPERARIO/A MONTAJE MECÁNICO,Ribera Baja/Erribera Beitia,Araba/Álava,"Tienes grado medio o superior?  Posées en mecánica y/o montaje de estructuras?  Te interesa trabajar en una de las empresas mas importantes de la zona?  Buscamos operarios de montaje con uso de herramientas manuales y eléctricas e interpretación de planos Te encargarás de la preparación y montaje de distintos elementos que conforman la estructura final del tren. Contrato inicial de 6 meses renovable hasta los 18 meses Salario 26800 brutos anuales  · REQUISITOS IMPRESCINDIBLES:  Imprescindible formación en grado medio o superior (no válido FPI, se requerirá titulo en entrevista)  Experiencia en uso de herramientas e interpretación de planos  · REQUISITOS A VALORAR:  Valorable carretilla  Se valorara certificado de profesionalidad.",27/02/2024,162024002453,LABORAL TEMPORAL,,"OPERADORES DE CADENAS AUTOMATIZADAS DE MONTAJE, EN GENERAL",,,,,Experiencia mínima: 1 año,1 año,,17,10
1,2024-04-14 10:34:56,COCINERO/A,Oiartzun,Gipuzkoa,"Cocinero/a para establecimiento de Oiartzun: Elaboración de todo tipo de platos incluidos en menús y carta, gestión de la partida, organización del puesto de trabajo, control de stock, elaboración de pedidos de producto, coordinación con el equipo de trabajo. Imprescindible: experiencia mínima de tres años, persona organizada, responsable, ordenada, limpia, buena actitud, capacidad de autogestionarse, capacidad de trabajar en eqeuipo, persona dinámica. Contrato indefinido. Horario de lunes a domingo de 10:00 a 17:00 ( martes fiesta )",27/02/2024,162024002445,LABORAL INDEFINIDO,,"COCINEROS, EN GENERAL",,,,,Experiencia mínima: 2 años,2 años,,1,7
1,2024-04-14 10:34:56,TÉCNICO INSTALADOR DE SISTEMAS DE SEGURIDAD PRIVADA.,Eibar,Gipuzkoa,"Instalación y mantenimiento de sistemas de seguridad privada. Alarmas contra intrusión, alarmas de incendio, controles de acceso, circuito cerrado de televisión, etc. IMPRESCINDIBLE: Carnet de conducir B1. Se valora cursos de prevención de riesgos, experiencia en el sector, conocimientos básicos de redes. Incorporación inmediata.",23/02/2024,162024002323,LABORAL INDEFINIDO,,ELECTRÓNICOS DE MANTENIMIENTO Y REPARACIÓN DE SISTEMAS DE SEGURIDAD,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",,,,1,14
1,2024-04-14 10:34:56,OPERADOR DE ALMACEN,Irura,Gipuzkoa,"Controlar las piezas de entrada/salida en un almacén corespondientes a cada cliente. REQUISITOS: -Conocimiento de informática VALORABLE: -Experiencia CONTRATO: 6 meses prueba, ampliable SUELDO: 1.600¿ INCORPORACIÖN: Inmediata",23/02/2024,162024002322,LABORAL TEMPORAL,,ALMACENEROS DE EMPRESAS DE TRANSPORTES,,,,,,,,2,4
1,2024-04-14 10:34:56,"CONDUCTORES/AS DE TRANSPORTE DE MERCANCÍAS MECANIZADAS, CON PERMISO C Y E",Irura,Gipuzkoa,Conducir camiones de transporte con permiso de conducción C y E. REQUISITOS OBLOGATORIOS: -permiso de conducir C VALORABLE: -Expereiencia en el mundo mecanizado SALARIO MENSUAL: 1.600¿ INCORPORACIÖN INMEDIATA DURACIÖN CONTRATO: 6 meses ampliable,23/02/2024,162024002317,LABORAL TEMPORAL,,"CONDUCTORES DE CAMIÓN, EN GENERAL",Nº de puestos: 1,,,"C - AUTOMÓVIL MASA MÁXIMA AUTORIZADA > 3.500 KG, ASIENTOS <=9",,,,1,17
1,2024-04-14 10:34:56,OPERARIO/A DE LIMPIEZA,Vitoria-Gasteiz,Araba/Álava,"Se precisa personal con discapacidad reconocida igual o superior al 33%, inscrito como desempleado para tareas de limpieza de lunes a sábado, (alternos). Se requiere autonomía para realizar las tareas. Imprescindible carnet B1 y vehículo propio. Se ofrece contrato a media jornada.",22/02/2024,162024002299,LABORAL TEMPORAL,Discapacitados/as,PERSONAL DE LIMPIEZA O LIMPIADORES EN GENERAL,,,DESEMPLEADO-A,,,,,1,17
1,2024-04-14 10:34:56,PERSONAL PARA LIMPIEZA CON CERTIFICADO DISCAPACIDAD,Lagran,Araba/Álava,Se precisa personal para labores de limpieza con certificado de discapacidad. IMPRESCINDIBLES:  Medio de transporte  Certificado de discapacidad SE OFRECE: -Contrato temporal con posibilidad de paso a indefinido  Jornada de tarde  Salario según convenio,22/02/2024,162024002267,LABORAL TEMPORAL,Discapacitados/as,PERSONAL DE LIMPIEZA O LIMPIADORES EN GENERAL,,,,,,,,1,8
1,2024-04-14 10:34:56,GESTOR/A DE PROYECTOS,Derio,Bizkaia,Queremos incorporar un/a Gestor/a de Proyectos de Gestión de Flexibilidad en Redes Eléctricas Inteligentes y Sistemas Energéticos Integrados Imprescindible certificado de discapacidad igual o superior al 33%,21/02/2024,162024002225,LABORAL INDEFINIDO,Discapacitados/as,INGENIEROS DE PROYECTOS,,,,,,,,1,2
1,2024-04-14 10:34:56,INVESTIGADOR/A EN OPTIMIZACIÓN ENERGÉTICA Y DESCARBONIZACIÓN EN EDIFICACIÓN,Derio,Bizkaia,"Persona experimentada, capacitada y altamente motivada en la investigación aplicada al campo de la energía en edificación, donde desarrollamos soluciones de diagnóstico, predicción y control energético mediante tecnologías digitales para la optimización coste-beneficio de los sistemas pasivos, activos y de gestión inteligente de los edificios. Estas soluciones tienen el objetivo de reducir el impacto en las fases de operación y mantenimiento para una mayor eficiencia energética y sostenibilidad del sector de la construcción. Imprescindible Grado de discapacidad igual o superior al 33%",21/02/2024,162024002218,LABORAL INDEFINIDO,Discapacitados/as,INGENIEROS TÉCNICO EN QUÍMICA,,,,,,,,1,5
1,2024-04-14 10:34:56,LIMPIADORA O LIMPIADOR CON CERTIFICADO DE DISCAPACIDAD,Bernedo,Araba/Álava,"Se precisa personal de limpieza con Certificado de Discapacidad para plaza vacante. IMPRESCINDIBLES:  Certificado de Discapacidad  Residencia en Bernedo o cercanías SE OFRECE  Contrato temporal con jornada de tarde, con posibilidad de paso a indefinido  Salario según convenio",21/02/2024,162024002189,LABORAL TEMPORAL,Discapacitados/as,PERSONAL DE LIMPIEZA O LIMPIADORES EN GENERAL,,,,,,,,1,4
1,2024-04-14 10:34:56,OPERARIO/A (DISCAPACIDAD MÍNIMA 33%),Vitoria-Gasteiz,Araba/Álava,"Montajes y premontajes manufacturados, mecanizado, embalajes, selecciones varias",21/02/2024,162024000127,LABORAL INDEFINIDO,Discapacitados/as,"PEONES DE LA INDUSTRIA MANUFACTURERA, EN GENERAL",Nº de puestos: 5,,DESEMPLEADO-A,,,,,5,29
1,2024-04-14 10:34:56,DIRECTOR DE TIEMPO LIBRE,Ampuero,Cantabria,"Director de tiempo libre, que esté físicamente en el campamento y ejerza como un monitor más, del 16 al 28 de julio en Udalla (Ampuero, Cantabria). La entidad recomienda siempre ir a la preparación y construcción del mismo para conocer a la gente e ir cogiendo confianza, lo que implicaría asistir desde el 13 de julio. Contrato temporal de 15 días/24 horas. Salario bruto aproximado de 800¿.",20/02/2024,162024002163,LABORAL TEMPORAL,,COORDINADORES DE TIEMPO LIBRE,,,,,Conocimientos OTROS CONOCIMIENTOS Carnet: COORDINADOR DE ACTIVIDADES EN EL TIEMPO LIBRE,,,1,4
1,2024-04-14 10:34:56,PROFESIONAL DIGITAL,Bilbao,Bizkaia,"Se necesita un profesional digital para crear imagines, vídeos digitales, contenido de la web, las redes sociales, los audios digitales y los medios de comunicación social. IMPRESCINDIBLE: Grado superior en gestión informática, tener C1 euskera, carnet de conducir y estar habituado a conducir, tener conocimientos de plataformas y redes sociales. Conocimientos de ofimática, base de datos,...",20/02/2024,162024002143,LABORAL INDEFINIDO,,TÉCNICOS EN INFORMÁTICA DE GESTIÓN,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 3 meses,3 meses,,1,21
1,2024-04-14 10:34:56,MECANICO AUTOMOCION,Irun,Gipuzkoa,EMPRESA DE IRUN PRECISA INCORPORAR UN MECANICO PARA REALIZAR DIAGNOSTICO Y REPARACION DE TURISMOS Y FURGONETAS. RESTAURACION DE VEHICULOS CLASICOS. REQUISITOS IMPRESCINDIBLES: PUNTUALIDAD Y TENER CARNET DE CONDUCIR. A VALORAR: EXPERIENCIA CON VEHICULOS CLASICOS CONOCIMIENTOS DE SOLDADURA Y CONOCIMIENTO DE FRANCES HABLADO. JORNADA CONTINUA.,20/02/2024,162024002134,LABORAL INDEFINIDO,,"MECÁNICOS DE MANTENIMIENTO Y REPARACIÓN DE AUTOMOCIÓN, EN GENERAL",,,,,,,,1,9
1,2024-04-14 10:34:56,ENCARGADO/A DE OBRA,Etxebarri,Bizkaia,"ENCARGADO/A DE OBRA. Coordinar recursos antes de comienzo de obra: Personal, materiales, medios auxiliares. Tareas de revisión de obra para controlar desarrollo y calidades de trabajo. Visitas de obra para asegurarse de procedimientos de trabajo. Realizar mediciones de obra, trato con la clientela para el correcto desempeño de la obra. Planificación diaria en CALENDAR. Utilización de Google Drive para Carga y Previsión de Trabajo . REQUISITOS: Carnet de conducir, experiencia en el sector (construcción y pintura). CONDICIONES: Disponibilidad de lunes a domingo. Sueldo según convenio de construcción. Disponibilidad inmediata",20/02/2024,162024002109,LABORAL TEMPORAL,,"ENCARGADOS DE OBRA DE EDIFICACIÓN, EN GENERAL",,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 6 meses,6 meses,,1,26
1,2024-04-14 10:34:56,PROFESOR/A DE INGLÉS COMO LENGUA EXTRANJERA,Eibar,Gipuzkoa,"Planificar y ejecutar clases de inglés adaptadas a las necesidades y niveles de los estudiantes. Proporcionar retroalimentación constructiva y evaluaciones periódicas del progreso estudiantil. Utilizar recursos didácticos innovadores y tecnología educativa para enriquecer el proceso de enseñanza-aprendizaje. Fomentar un ambiente inclusivo que promueva la participación activa de todos los estudiantes. Colaborar con colegas y administradores para desarrollar y mejorar el plan de estudios del programa de inglés. IMPRESCINDIBLE: Título universitario certificación de competencia lingüística en inglés (C1, CELTA, TOEFL...) experiencia previa en la enseñanza de ingés dominio TIC. Se valora Carnet conducir. Incorporación, septiembre 2024.",16/02/2024,162024002016,LABORAL INDEFINIDO,,"PROFESORES DE IDIOMAS, EN GENERAL",,,,,Experiencia mínima: 6 meses,6 meses,,2,16
1,2024-04-14 10:34:56,MECANICO/A,Donostia/San Sebastián,Gipuzkoa,"Mecánico/a-electricista de taller de automóviles oficial de 1ª o 2ª.  Requisitos imprescindibles: -Experiencia mínima de 1 año como oficial de 1ª o 2ª. -Titulación de Técnico Superior de Automoción, Técnico en electromecánica de vehículos automóviles o formación equivalente.  Se ofrece: -Contrato indefinido a tiempo completo 08:30-16:30. -Salario mensual bruto aproximado: 2.035 euros. -Incorporación inmediata.",16/02/2024,162024001025,LABORAL INDEFINIDO,,"MECÁNICOS-AJUSTADORES DEL AUTOMÓVIL, EN GENERAL (TURISMOS Y FURGONETAS)",,,,,"Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: Técnico Superior, enseñanzas de grado superior de FP - Mantenimiento de Vehículos Autopropulsados (Automoción y Aeronaves) Técnico, enseñanzas de grado medio de FP - Mantenimiento de Vehículos Autopropulsados (Automoción y Aeronaves)",,,1,1
1,2024-04-14 10:34:56,OPERARIO DE PRODUCCIÓN EN AERONÁUTICA,Abanto Y Ciervana-Abanto Zierbena,Bizkaia,"1. Corte y procesado de lingotes: corte de material para la producción de lingotes según distintos metales, medidas y aprovechamiento de sobrantes. 2. Proceso de acabado de piezas: lijado, pulido y control de calidad de piezas  Uso de herramientas de rebarbado: amoladoras, fresas... Soldadura TIG y herramienta de corte Manejo de carretilla elevadora y almacén  Requisitos imprescindibles:  Persona susceptible de trabajar en una Empresa de Inserción (DECRETO 162/2023, de 31 de Octubre por el que se regula la calificación de empresas de inserción, se establece el procedimiento de acceso a las mismas y su registro)  Buena condición física (movilidad de piezas de gran tamaño)  Competencias matemáticas básicas  No limitación visual cercana y/o alteración de la percepción  Se valorará poseer vehículo propio (coche, moto, bicicleta...), residir en la zona y experiencia en el sector.  Se ofrece contrato de 12 meses (prorrogable a 36 meses) a jornada completa, turnos rotativos de mañana y tarde.",15/02/2024,162023014560,LABORAL TEMPORAL,,PEONES DE LA INDUSTRIA METALÚRGICA Y FABRICACIÓN DE PRODUCTOS METÁLICOS,,,,,,,,12,114
1,2024-04-14 10:34:56,CHÓFER GRÚA DE AUXILIO EN CARRETERA,Irun,Gipuzkoa,"Funciones: Asistencia a vehícuylos accidentados o averiados en carretera. Requisitos imprescindibles: Permiso C, CAP mercancías. Requisitos a valorar: Permiso E, idiomas (francés, inglés). Se ofrece: Contrato indefinido, jornada completa, incorporación inmediata.",14/02/2024,162024001957,LABORAL INDEFINIDO,,"CONDUCTORES DE CAMIÓN, EN GENERAL",,,,"C - AUTOMÓVIL MASA MÁXIMA AUTORIZADA > 3.500 KG, ASIENTOS <=9",Conocimientos OTROS CONOCIMIENTOS Carnet: TARJETA CUALIFICACIÓN DEL CONDUCTOR (CAP MERCANCÍAS),,,1,29
1,2024-04-14 10:34:56,COCINERO/A,Zumaia,Gipuzkoa,Cocinero/a de alta cocina tradicional vasca. IMPRESCINDIBLE:Experiencia mínima de 12 meses como cocinero. Contrato indefinido a jornada completa. Salario a negociar.,14/02/2024,162024001947,LABORAL INDEFINIDO,,"COCINEROS, EN GENERAL",,,,,Experiencia mínima: 1 año,1 año,,1,11
1,2024-04-14 10:34:56,COMERCIAL,Oiartzun,Gipuzkoa,"Buscamos dependiente/a con EXPERIENCIA ,18 meses, en ventas y atención al público ,en el sector del mueble para nuestras tiendas de Gipuzkoa. Se valorarán conocimientos de ofimática, francés, carnet de conducir y vehículo. Los candidatos/as deberán tener capacidad de aprendizaje, saber trabajar en equipo, iniciativa y afán de superación. El horario laboral es de lunes a SÁBADO con una mañana libre a la semana. Jornada completa. Se ofrecen muy buenas condiciones económicas.",14/02/2024,162024001931,LABORAL INDEFINIDO,,AGENTES COMERCIALES,Nº de puestos: 2,,,LCM-LICENCIA VEHÍCULOS PARA PERSONAS DE MOVILIDAD REDUCIDA,,,,2,29
1,2024-04-14 10:34:56,ARQUITECTO/A - ARQUITECTO/A TÉCNICO/A,Leioa,Bizkaia,"Empresa de ingeniería precisa contratar una persona para el puesto de Arquitecto/a o Arquitecto/a técnico/a para dirección de obra, con experiencia en Revit. Imprescindible titulación reglada, 6 meses de experiencia con conocimiento y manejo de Revit, y carnet de conducir. Se ofrece contrato indefinido a jornada completa, de lunes a jueves de 8:30 a 14:00 y de 15:00 a 18:00, viernes de 8:30 a 14:00. Salario según convenio. Incorporación inmediata",13/02/2024,162024001892,LABORAL INDEFINIDO,,ARQUITECTOS,,,,"B-AUTOMOVIL <= 3.500 KG, ASIENTOS <=9, CON REMOLQUE <= 750 KG, Y TRICICLOS Y CUATRICICLOS DE MOTOR",Experiencia mínima: 6 meses,6 meses,,1,10
1,2024-04-14 10:34:56,ASESOR/A COMERCIAL,Getxo,Bizkaia,"Grupo Asegurador Multinacional precisa contratar a dos Asesores /as Comerciales para su oficina ubicada en Getxo. Funciones: -Planificar acciones de prospección y apertura de mercados de clientes particulares y empresas. -Realizar un asesoramiento personalizado para la elección de soluciones aseguradoras y financieras que se adapten a las necesidades del cliente. -Cumplir con los objetivos de venta previstos en el Plan de Carrera Profesional a través de la metodología establecida por la Empresa. -Fidelizar y gestionar de forma proactiva tu cartera de clientes particulares y empresas. Requisito imprescindible: Graduado/a en E.S.O. Manejo de Office. Requisito a valorar: Experiencia mínima de un año en puestos comerciales, atención al cliente o gestión comercial. Se ofrece contrato mercantil. Horario partido flexible de lunes a viernes viernes. Salario según convenio más Bonus y Comisiones.",13/02/2024,162024001881,MERCANTIL,,AGENTES DE SEGUROS,,,,,Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: Graduado en ESO OTROS CONOCIMIENTOS MICROSOFT OFFICE,,,2,15
1,2024-04-14 10:34:56,ARQUITECTO TÉCNICO,Vitoria-Gasteiz,Araba/Álava,"Presupuestos de obra, licitaciones. Oficina técnica.",13/02/2024,162024001848,LABORAL INDEFINIDO,,ARQUITECTOS TÉCNICOS,,,,,"Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: ARQUITECTO TÉCNICO ARQUITECTURA arquitecto GRADO en Arquitectura GRADO en Arquitectura Técnica Técnico Superior, enseñanzas de grado superior de FP - Construcción e ingeniería civil",,,1,10
1,2024-04-14 10:34:56,RESPONSABLE DPTO FINANCIERO,Etxebarri,Bizkaia,"Descripción: Empresa precisa incorporar Responsable Administrativo-Financiero para empresa del sector de la construcción. Tareas a realizar: *coordinación y organización del departamento administrativo-financiero de la empresa. * contabilidad de la empresa. Cierres mensuales. Confección y presentación de impuestos. Confección de estados financieros. *previsión de tesorería, control de pagos a proveedores y control de cobros a clientes. *supervisión del departamento de RRHH *relación con entidades financieras Se busca persona con: *formación en Económicas o Empresariales *experiencia DEMOSTRABLE como responsable del departamento financiero y administrativo de empresa del sector de la construcción. (IMPRESCINDIBLE) *Capacidades organizativa de coordinación y planificación",08/02/2024,162024001709,LABORAL TEMPORAL,,ECONOMISTAS,,,,,NIVELES FORMATIVOS REQUERIDOS Desde Títulos propios de las universidades y otras enseñanzas que precisan del título de bachiller (2 y más años) Hasta Doctorado universitario,,,1,15
1,2024-04-14 10:34:56,PATRÓN/A DE EMBARCACION DE RECREO,Orio,Gipuzkoa,"Se precisa patrón/a de embarcación para actividades ecoturísticas en la costa guipuzcoana. Puerto base Zumaia. Se requiere:  título en vigor de Formación básica en seguridad  título de Patrón portuario o similar.  tener actualizado el Certificado médico de aptitud para embarque. Se valorará conocimiento de idiomas. Se ofrece contrato temporal de marzo a noviembre con opción de alargar todo el año. La jornada laboral será de lunes a domingo con descanso, según temporada y necesidades. El salario según convenio. Incorporación prevista 15 de marzo.",07/02/2024,162024001635,LABORAL TEMPORAL,,PATRONES DE EMBARCACIONES DEPORTIVAS A MOTOR,,,,,Conocimientos OTROS CONOCIMIENTOS Carnet: PATRÓN DE YATE Carnet: CERTIFICADO DE FORMACIÓN BÁSICA EN SEGURIDAD(MAR),,,2,7
1,2024-04-14 10:34:56,AGENTE DE SEGUROS,Bilbao,Bizkaia,"Agente de Seguros, con Perfil comercial, y con el apoyo del plan de carrera de la Compañia, creación y gestión de una cartera de clientes. Imprescindible, Grados Superior o estudios Universitarios. Contrato de Agencia, Salario Bruto mensual unos 2.000 ¿.aprox.",06/02/2024,162024001590,MERCANTIL,,AGENTES DE SEGUROS,Nº de puestos: 2,,,,"NIVELES FORMATIVOS REQUERIDOS Desde Enseñanzas de grado superior de formación profesional específica y equivalentes, artes plásticas y diseño, y deportivas. Hasta Doctorado universitario",,,2,9
1,2024-04-14 10:34:56,ESPECIALISTA EN CONTROLLING FINANCIERO Y DESARROLLO COMERCIAL,Orio,Gipuzkoa,"FUNCIONES: Trabajar en colaboración con el Responsable Financiero y Comercial para analizar y controlar nuestras operaciones financieras y estrategias comerciales. Desarrollar estrategias comerciales para impulsar el crecimiento de la empresa y mejorar la satisfacción del cliente. Gestionar y optimizar nuestro sitio web y presencia en redes sociales en colaboración con el equipo de marketing. Utilizar Excel para tomar decisiones basadas en datos y mejorar nuestros procesos financieros. Comunicarte de manera efectiva en euskera, inglés y francés para garantizar una colaboración fluida con nuestro equipo diverso. IMPRESCINDIBLE: Título universitario en Finanzas, Economía o área relacionada. Experiencia previa en controlling financiero y desarrollo comercial. Habilidades avanzadas en Microsoft Excel. Conoc. gestión de redes sociales y sitios web. Capacidad de comunicación en euskera, inglés y francés. CONTRATO: indefinido. Jornada y horario a concretar. SALARIO: 1.600 euros Incorporación inmediata.",05/02/2024,162024001531,LABORAL INDEFINIDO,,GESTORES DE REDES SOCIALES,,,,,"Conocimientos FORMACIÓN REGLADA - CERTIFICADOS DE PROFESIONALIDAD Se debe estar en posesión de alguno de los siguientes títulos o certificados: Finanzas, banca y seguros Economía Ventas al por mayor y al por menor Marketing y publicidad Administración y gestión de empresas OTROS CONOCIMIENTOS MICROSOFT EXCEL",,,1,7
1,2024-04-14 10:34:56,MONITOR/A DE KAYAK,Orio,Gipuzkoa,"Monitor/a de refuerzo con competencias en actividades de kayak, sup y/o remo.  Se buscan personas para momentos puntuales ( 3-4 días entre semana) desde el 1 de marzo hasta el 15 de junio, con opción de ampliar horario fines de semana desde Semana Santa a Noviembre en Orio.  Requisitos imprescindible: Titulaciones y/o certificados de profesionalidad que otorguen competencias en kayak, sup y/o remo.  Se valora euskera e inglés.  Salario según convenio.  Incorporación inmediata.",05/02/2024,162024001528,LABORAL TEMPORAL,,MONITORES Y/O ANIMADORES DEPORTIVOS,,,,,Conocimientos OTROS CONOCIMIENTOS REMO,,,2,8
